Competitor,Rank,Mark,WIND,DOB,Nat,Pos,Venue,Date,Results Score,Net Result,AGE,AGE_AT_EVENT,current_match_ranking,match_year
Tyson GAY,7017,10.11,1.9,9-Aug-82,USA,2f1,"Clermont, FL (USA)",12-May-18,1169,10.3,41,35,2,2018
Tyson GAY,7017,10.11,-1.4,9-Aug-82,USA,1h2,"National Stadium, Beijing (CHN)",22-Aug-15,1177,9.97,41,33,1,2015
Tyson GAY,14702,10.19,1.7,9-Aug-82,USA,1,"Nashville, TN (USA)",15-May-05,1142,10.36,41,22,1,2005
Tyson GAY,5722,10.09,0,9-Aug-82,USA,2qf2,"National Stadium, Beijing (CHN)",15-Aug-08,1176,10.09,41,26,2,2008
Tyson GAY,5722,10.09,-0.6,9-Aug-82,USA,1h1,"Crystal Palace, London (GBR)",3-Aug-07,1179,10.03,41,24,1,2007
Tyson GAY,11386,10.16,3,9-Aug-82,USA,3h,"Baton Rouge, LA (USA)",28-May-04,1134,10.46,41,21,3,2004
Tyson GAY,11386,10.16,-0.2,9-Aug-82,USA,1h11,"Olympiastadion, Berlin (GER)",15-Aug-09,1153,10.14,41,27,1,2009
Tyson GAY,5146,10.08,1,9-Aug-82,USA,5,"National Stadium, Kingston (JAM)",7-May-16,1179,10.18,41,33,5,2016
Tyson GAY,5146,10.08,0.5,9-Aug-82,USA,2,Rieti (ITA),28-Aug-05,1179,10.13,41,23,2,2005
Tyson GAY,12446,10.17,0,9-Aug-82,USA,3h1,"Levelland, TX (USA)",9-May-03,1148,10.17,41,20,3,2003
Tyson GAY,12446,10.17,-1.3,9-Aug-82,USA,3qf1,"Sacramento, CA (USA)",10-Jul-04,1155,10.04,41,21,3,2004
Tyson GAY,5146,10.08,w,9-Aug-82,USA,1h1,"Odessa, TX (USA)",18-May-02,1149,#VALUE!,41,19,1,2002
Tyson GAY,4606,10.07,2.8,9-Aug-82,USA,4f1,"Tampa, FL (USA)",26-May-17,1166,10.35,41,34,4,2017
Tyson GAY,4606,10.07,-1.2,9-Aug-82,USA,1,"Indianapolis, IN (USA)",23-Jun-06,1189,9.95,41,23,1,2006
Tyson GAY,17420,10.21,1.2,9-Aug-82,USA,4h1,"Montverde, FL (USA)",9-Jun-18,1135,10.33,41,35,4,2018
Tyson GAY,1954,10,-0.4,9-Aug-82,USA,2,"Boudewijnstadion, Bruxelles (BEL)",4-Sep-09,1208,9.96,41,27,2,2009
Tyson GAY,2237,10.01,2.7,9-Aug-82,USA,1h3,"Austin, TX (USA)",10-Jun-04,1187,10.28,41,21,1,2004
Tyson GAY,1954,10,0.1,9-Aug-82,USA,1sf2,"Yanmar Stadium Nagai, Osaka (JPN)",26-Aug-07,1206,10.01,41,25,1,2007
Tyson GAY,319,9.88,-0.2,9-Aug-82,USA,1,Thessaloniki (GRE),12-Sep-09,1249,9.86,41,27,1,2009
Tyson GAY,319,9.88,1.1,9-Aug-82,USA,1,"Olympic Stadium, Athina (GRE)",16-Sep-06,1248,9.99,41,24,1,2006
Tyson GAY,279,9.87,0,9-Aug-82,USA,1,"Hayward Field, Eugene, OR (USA)",26-Jun-15,1252,9.87,41,32,1,2015
Tyson GAY,224,9.86,1.8,9-Aug-82,USA,2,"Hayward Field, Eugene, OR (USA)",24-Jun-12,1255,10.04,41,29,2,2012
Tyson GAY,177,9.85,4.9,9-Aug-82,USA,2h3,"Hayward Field, Eugene, OR (USA)",25-Jun-15,1230,10.34,41,32,2,2015
Tyson GAY,177,9.85,2.2,9-Aug-82,USA,1sf1,"Eugene, OR (USA)",29-Jun-08,1246,10.07,41,25,1,2008
Tyson GAY,177,9.85,1.7,9-Aug-82,USA,2f1,"Icahn Stadium, New York, NY (USA)",31-May-08,1259,10.02,41,25,2,2008
Tyson GAY,177,9.85,-0.5,9-Aug-82,USA,1,"Yanmar Stadium Nagai, Osaka (JPN)",26-Aug-07,1262,9.8,41,25,1,2007
Tyson GAY,148,9.84,0,9-Aug-82,USA,1,"Olympiastadion, Stockholm (SWE)",6-Aug-10,1262,9.84,41,27,1,2010
Tyson GAY,25590,10.26,-3.4,9-Aug-82,USA,2f1,"Icahn Stadium, New York, NY (USA)",11-Jun-11,1138,9.92,41,28,2,2011
Tyson GAY,148,9.84,-0.5,9-Aug-82,USA,1,"Indianapolis, IN (USA)",22-Jun-07,1265,9.79,41,24,1,2007
Tyson GAY,148,9.84,1,9-Aug-82,USA,2f1,Z¨¹rich (SUI),18-Aug-06,1262,9.94,41,24,2,2006
Tyson GAY,64,9.79,3,9-Aug-82,USA,1sf2,"Hayward Field, Eugene, OR (USA)",26-Jun-15,1262,10.09,41,32,1,2015
Tyson GAY,64,9.79,1.1,9-Aug-82,USA,1h1,"Clermont, FL (USA)",4-Jun-11,1280,9.9,41,28,1,2011
Tyson GAY,64,9.79,0.1,9-Aug-82,USA,1,"Boudewijnstadion, Bruxelles (BEL)",27-Aug-10,1280,9.8,41,28,1,2010
Tyson GAY,64,9.79,2.6,9-Aug-82,USA,1f1,Stockholm (SWE),31-Jul-09,1265,10.05,41,26,1,2009
Tyson GAY,64,9.79,2.5,9-Aug-82,USA,1,"Carson, CA (USA)",20-May-07,1265,10.04,41,24,1,2007
Tyson GAY,53,9.78,-0.4,9-Aug-82,USA,1,"Crystal Palace, London (GBR)",13-Aug-10,1285,9.74,41,28,1,2010
Tyson GAY,37,9.77,0.4,9-Aug-82,USA,1,"Stadio Olimpico, Roma (ITA)",10-Jul-09,1287,9.81,41,26,1,2009
Tyson GAY,27452,10.27,0.7,9-Aug-82,USA,2sf2,"Palo Alto, CA (USA)",21-Jun-02,1115,10.34,41,19,2,2002
Tyson GAY,37,9.77,1.6,9-Aug-82,USA,1qf1,"Eugene, OR (USA)",28-Jun-08,1287,9.93,41,25,1,2008
Tyson GAY,26,9.76,2.2,9-Aug-82,USA,1,"Icahn Stadium, New York, NY (USA)",2-Jun-07,1278,9.98,41,24,1,2007
Tyson GAY,17,9.75,3.4,9-Aug-82,USA,1h1,"Eugene, OR (USA)",25-Jun-09,1274,10.09,41,26,1,2009
Tyson GAY,9,9.71,0.9,9-Aug-82,USA,2,"Olympiastadion, Berlin (GER)",16-Aug-09,1308,9.8,41,27,2,2009
Tyson GAY,4,9.69,2,9-Aug-82,USA,1,Shanghai (CHN),20-Sep-09,1316,9.89,41,27,1,2009
Tyson GAY,319,9.88,1.5,9-Aug-82,USA,1,"Hayward Field, Eugene, OR (USA)",30-May-15,1248,10.03,41,32,1,2015
Tyson GAY,607,9.92,0.9,9-Aug-82,USA,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",9-Sep-06,1234,10.01,41,24,3,2006
Tyson GAY,319,9.88,2,9-Aug-82,USA,1,Rethymno (GRE),21-Jul-06,1248,10.08,41,23,1,2006
Tyson GAY,1101,9.96,-0.5,9-Aug-82,USA,2,"Olympiastadion, Berlin (GER)",3-Sep-06,1223,9.91,41,24,2,2006
Tyson GAY,1277,9.97,0.2,9-Aug-82,USA,2f1,Stockholm (SWE),25-Jul-06,1217,9.99,41,23,2,2006
Tyson GAY,1277,9.97,2,9-Aug-82,USA,2h1,"Montverde, FL (USA)",11-Jun-16,1217,10.17,41,33,2,2016
Tyson GAY,1277,9.97,2.4,9-Aug-82,USA,2h4,"Hayward Field, Eugene, OR (USA)",2-Jul-16,1203,10.21,41,33,2,2016
Tyson GAY,1489,9.98,1.9,9-Aug-82,USA,1h2,"Indianapolis, IN (USA)",21-Jun-07,1213,10.17,41,24,1,2007
Tyson GAY,20480,10.23,0.8,9-Aug-82,USA,1h3,"Clermont, FL (USA)",12-May-18,1128,10.31,41,35,1,2018
Tyson GAY,1489,9.98,0.1,9-Aug-82,USA,1qf4,"Olympiastadion, Berlin (GER)",15-Aug-09,1213,9.99,41,27,1,2009
Tyson GAY,1101,9.96,-0.4,9-Aug-82,USA,1sf3,"National Stadium, Beijing (CHN)",23-Aug-15,1222,9.92,41,33,1,2015
Tyson GAY,1101,9.96,-1.6,9-Aug-82,USA,1h1,"International Stadium, Gateshead (GBR)",10-Jul-10,1229,9.8,41,27,1,2010
Tyson GAY,1101,9.96,-0.1,9-Aug-82,USA,1h1,"Stadio Olimpico, Roma (ITA)",10-Jul-09,1220,9.95,41,26,1,2009
Tyson GAY,1489,9.98,2.6,9-Aug-82,USA,3,"Hayward Field, Eugene, OR (USA)",28-May-16,1198,10.24,41,33,3,2016
Tyson GAY,1277,9.97,-1.1,9-Aug-82,USA,1sf2,"Indianapolis, IN (USA)",22-Jun-07,1223,9.86,41,24,1,2007
Tyson GAY,1277,9.97,-0.3,9-Aug-82,USA,2,"Stade Louis II, Monaco (MON)",17-Jul-15,1218,9.94,41,32,2,2015
Tyson GAY,20480,10.23,-1.4,9-Aug-82,USA,1,Yokohama (JPN),30-Sep-07,1136,10.09,41,25,1,2007
Tyson GAY,830,9.94,2.2,9-Aug-82,USA,1f1,"Montverde, FL (USA)",10-Jun-17,1214,10.16,41,34,1,2017
Tyson GAY,830,9.94,-1.7,9-Aug-82,USA,1,"International Stadium, Gateshead (GBR)",10-Jul-10,1237,9.77,41,27,1,2010
Tyson GAY,1716,9.99,0,9-Aug-82,USA,1,"Stade de France, Paris-St-Denis (FRA)",6-Jul-12,1210,9.99,41,29,1,2012
Tyson GAY,830,9.94,-0.6,9-Aug-82,USA,1,Daegu (KOR),25-Sep-09,1230,9.88,41,27,1,2009
Tyson GAY,704,9.93,0.1,9-Aug-82,USA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",3-Jul-14,1231,9.94,41,31,2,2014
Tyson GAY,704,9.93,-0.2,9-Aug-82,USA,1sf2,"Olympiastadion, Berlin (GER)",16-Aug-09,1232,9.91,41,27,1,2009
Tyson GAY,607,9.92,1.4,9-Aug-82,USA,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",9-Jul-15,1234,10.06,41,32,3,2015
Tyson GAY,607,9.92,-0.3,9-Aug-82,USA,1f1,"Sports Park Mladost, Zagreb (CRO)",1-Sep-10,1235,9.89,41,28,1,2010
Tyson GAY,23770,10.25,0.5,9-Aug-82,USA,5,Linz (AUT),23-Aug-05,1122,10.3,41,23,5,2005
Uchenna EMEDOLU,29380,10.28,0.7,17-Sep-76,NGR,2,Tallinn (EST),16-Aug-05,1112,10.35,47,28,2,2005
Uchenna EMEDOLU,13525,10.18,0,17-Sep-76,NGR,1h9,"Commonwealth Stadium, Edmonton (CAN)",4-Aug-01,1145,10.18,47,24,1,2001
Uchenna EMEDOLU,10382,10.15,1.8,17-Sep-76,NGR,1qf4,Melbourne (AUS),19-Mar-06,1155,10.33,47,29,1,2006
Uchenna EMEDOLU,12446,10.17,0,17-Sep-76,NGR,1qf4,Abuja (NGR),8-Jul-05,1148,10.17,47,28,1,2005
Uchenna EMEDOLU,11386,10.16,0.2,17-Sep-76,NGR,4sf1,Manchester (GBR),27-Jul-02,1152,10.18,47,25,4,2002
Uchenna EMEDOLU,13525,10.18,0.4,17-Sep-76,NGR,4,Linz (AUT),20-Aug-01,1145,10.22,47,24,4,2001
Uchenna EMEDOLU,11386,10.16,0,17-Sep-76,NGR,4,Doha (QAT),15-May-02,1152,10.16,47,25,4,2002
Uchenna EMEDOLU,11386,10.16,0,17-Sep-76,NGR,4f2,"Stadio Olimpico, Roma (ITA)",12-Jul-02,1152,10.16,47,25,4,2002
Uchenna EMEDOLU,12446,10.17,0,17-Sep-76,NGR,2h5,"Olympiastadion, Helsinki (FIN)",6-Aug-05,1148,10.17,47,28,2,2005
Uchenna EMEDOLU,11386,10.16,-1.3,17-Sep-76,NGR,4,Z¨¹rich (SUI),16-Aug-02,1159,10.03,47,25,4,2002
Uchenna EMEDOLU,11386,10.16,-1,17-Sep-76,NGR,4qf4,"Olympiastadion, Helsinki (FIN)",6-Aug-05,1158,10.06,47,28,4,2005
Uchenna EMEDOLU,11386,10.16,-1,17-Sep-76,NGR,6sf2,"Olympiastadion, Helsinki (FIN)",7-Aug-05,1158,10.06,47,28,6,2005
Uchenna EMEDOLU,12446,10.17,2,17-Sep-76,NGR,2,Heusden-Zolder (BEL),14-Jul-01,1148,10.37,47,24,2,2001
Uchenna EMEDOLU,12446,10.17,-0.2,17-Sep-76,NGR,2f2,Thessaloniki (GRE),3-Aug-03,1149,10.15,47,26,2,2003
Uchenna EMEDOLU,29380,10.28,0.3,17-Sep-76,NGR,1h2,Naimette-Xhov¨¦mont (BEL),19-Jul-06,1112,10.31,47,29,1,2006
Uchenna EMEDOLU,12446,10.17,1.7,17-Sep-76,NGR,6,Doha (QAT),12-May-06,1148,10.34,47,29,6,2006
Uchenna EMEDOLU,11386,10.16,3.3,17-Sep-76,NGR,2h1,Fort-de-France (FRA),27-Apr-02,1133,10.49,47,25,2,2002
Uchenna EMEDOLU,10382,10.15,,17-Sep-76,NGR,1sf2,Abuja (NGR),9-Jul-05,1155,10.15,47,28,1,2005
Uchenna EMEDOLU,6354,10.1,5.4,17-Sep-76,NGR,4,Zaragoza (ESP),3-Jun-06,1140,10.64,47,29,4,2006
Uchenna EMEDOLU,10382,10.15,0.2,17-Sep-76,NGR,3qf3,"Olympic Stadium, Athina (GRE)",21-Aug-04,1155,10.17,47,27,3,2004
Uchenna EMEDOLU,1277,9.97,0.6,17-Sep-76,NGR,2,Abuja (NGR),12-Oct-03,1217,10.03,47,27,2,2003
Uchenna EMEDOLU,1716,9.99,2.6,17-Sep-76,NGR,5,Doha (QAT),14-May-04,1195,10.25,47,27,5,2004
Uchenna EMEDOLU,1954,10,3.8,17-Sep-76,NGR,2,Rad¨¦s (TUN),7-Aug-02,1184,10.38,47,25,2,2002
Uchenna EMEDOLU,33876,10.3,-0.6,17-Sep-76,NGR,2,Kalamata (GRE),1-Jun-02,1108,10.24,47,25,2,2002
Uchenna EMEDOLU,33876,10.3,-2.5,17-Sep-76,NGR,1,Funchal (POR),30-Jun-01,1120,10.05,47,24,1,2001
Uchenna EMEDOLU,3690,10.05,0.1,17-Sep-76,NGR,1,Rethymno (GRE),23-Jun-04,1189,10.06,47,27,1,2004
Uchenna EMEDOLU,4132,10.06,2.1,17-Sep-76,NGR,2qf1,"Commonwealth Stadium, Edmonton (CAN)",4-Aug-01,1174,10.27,47,24,2,2001
Uchenna EMEDOLU,4132,10.06,-0.3,17-Sep-76,NGR,1,"CM, Madrid (ESP)",20-Sep-02,1187,10.03,47,26,1,2002
Uchenna EMEDOLU,5146,10.08,3.5,17-Sep-76,NGR,2,Dakar (SEN),4-Apr-03,1158,10.43,47,26,2,2003
Uchenna EMEDOLU,5146,10.08,1.9,17-Sep-76,NGR,3,"Stade Louis II, Monaco (MON)",13-Sep-03,1179,10.27,47,26,3,2003
Uchenna EMEDOLU,5146,10.08,3.6,17-Sep-76,NGR,3h2,Doha (QAT),14-May-04,1158,10.44,47,27,3,2004
Uchenna EMEDOLU,31544,10.29,0,17-Sep-76,NGR,2,"AC Gianni Brera, Milano (ITA)",3-Jun-03,1108,10.29,47,26,2,2003
Uchenna EMEDOLU,31544,10.29,0,17-Sep-76,NGR,1h1,Nuoro (ITA),10-Jul-02,1108,10.29,47,25,1,2002
Uchenna EMEDOLU,31544,10.29,-0.3,17-Sep-76,NGR,2h1,Linz (AUT),20-Aug-01,1109,10.26,47,24,2,2001
Uchenna EMEDOLU,5722,10.09,0.3,17-Sep-76,NGR,4h1,Z¨¹rich (SUI),16-Aug-02,1176,10.12,47,25,4,2002
Uchenna EMEDOLU,31544,10.29,-1.7,17-Sep-76,NGR,4sf2,"Commonwealth Stadium, Edmonton (CAN)",5-Aug-01,1118,10.12,47,24,4,2001
Uchenna EMEDOLU,6354,10.1,0.7,17-Sep-76,NGR,1,Rieti (ITA),8-Sep-02,1172,10.17,47,25,1,2002
Uchenna EMEDOLU,27452,10.27,0.8,17-Sep-76,NGR,4,Abuja (NGR),2-Jul-08,1115,10.35,47,31,4,2008
Uchenna EMEDOLU,7017,10.11,0.6,17-Sep-76,NGR,3,"Olympiastadion, Berlin (GER)",31-Aug-01,1169,10.17,47,24,3,2001
Uchenna EMEDOLU,7017,10.11,0.2,17-Sep-76,NGR,2,Manchester (GBR),27-Jul-02,1169,10.13,47,25,2,2002
Uchenna EMEDOLU,7017,10.11,0.2,17-Sep-76,NGR,1sf2,Abuja (NGR),11-Oct-03,1169,10.13,47,27,1,2003
Uchenna EMEDOLU,7744,10.12,0.8,17-Sep-76,NGR,2,Lille (FRA),15-Jun-03,1165,10.2,47,26,2,2003
Uchenna EMEDOLU,8587,10.13,0.7,17-Sep-76,NGR,2qf2,"Stade de France, Paris-St-Denis (FRA)",24-Aug-03,1162,10.2,47,26,2,2003
Uchenna EMEDOLU,8587,10.13,,17-Sep-76,NGR,1,Abuja (NGR),9-Jul-05,1162,10.13,47,28,1,2005
Uchenna EMEDOLU,9471,10.14,-0.3,17-Sep-76,NGR,5f1,"Stadio Olimpico, Roma (ITA)",11-Jul-03,1160,10.11,47,26,5,2003
Uchenna EMEDOLU,9471,10.14,0.2,17-Sep-76,NGR,2,Abuja (NGR),11-Feb-06,1159,10.16,47,29,2,2006
Uchenna EMEDOLU,9471,10.14,1.1,17-Sep-76,NGR,4,"Olympic Stadium, Athina (GRE)",16-Sep-06,1159,10.25,47,29,4,2006
Uchenna EMEDOLU,10382,10.15,,17-Sep-76,NGR,2,Abuja (NGR),19-Jul-03,1155,10.15,47,26,2,2003
Uchenna EMEDOLU,10382,10.15,0.5,17-Sep-76,NGR,2sf1,"Stade de France, Paris-St-Denis (FRA)",25-Aug-03,1155,10.2,47,26,2,2003
Uchenna EMEDOLU,10382,10.15,2.6,17-Sep-76,NGR,3,Dakar (SEN),3-Apr-05,1140,10.41,47,28,3,2005
Uchenna EMEDOLU,13525,10.18,0,17-Sep-76,NGR,1qf3,Abuja (NGR),9-Feb-06,1145,10.18,47,29,1,2006
Uchenna EMEDOLU,9471,10.14,0.3,17-Sep-76,NGR,6,Bruxelles (BEL),30-Aug-02,1159,10.17,47,25,6,2002
Uchenna EMEDOLU,25590,10.26,,17-Sep-76,NGR,2,Lagos (NGR),22-Jul-01,1118,10.26,47,24,2,2001
Uchenna EMEDOLU,18909,10.22,0,17-Sep-76,NGR,2qf1,Abuja (NGR),1-Jul-08,1132,10.22,47,31,2,2008
Uchenna EMEDOLU,18909,10.22,0.1,17-Sep-76,NGR,2sf2,Abuja (NGR),2-Jul-08,1132,10.23,47,31,2,2008
Uchenna EMEDOLU,17420,10.21,1.6,17-Sep-76,NGR,7,"Olympic Stadium, Athina (GRE)",14-Jun-05,1135,10.37,47,28,7,2005
Uchenna EMEDOLU,17420,10.21,-0.6,17-Sep-76,NGR,2sf1,Melbourne (AUS),20-Mar-06,1138,10.15,47,29,2,2006
Uchenna EMEDOLU,14702,10.19,0.7,17-Sep-76,NGR,2f2,Athina (GRE),10-Jun-02,1142,10.26,47,25,2,2002
Uchenna EMEDOLU,14702,10.19,-0.3,17-Sep-76,NGR,1f3,"Stade Olympique de la Pontaise, Lausanne (SUI)",2-Jul-02,1143,10.16,47,25,1,2002
Uchenna EMEDOLU,14702,10.19,0,17-Sep-76,NGR,2qf3,Manchester (GBR),26-Jul-02,1142,10.19,47,25,2,2002
Uchenna EMEDOLU,14702,10.19,0,17-Sep-76,NGR,4,Ciudad de M¨¦xico (MEX),3-May-03,1142,10.19,47,26,4,2003
Uchenna EMEDOLU,14702,10.19,-2.2,17-Sep-76,NGR,1,"FBK Stadium, Hengelo (NED)",1-Jun-03,1155,9.97,47,26,1,2003
Uchenna EMEDOLU,14702,10.19,-0.1,17-Sep-76,NGR,2,Torino (ITA),6-Jun-03,1142,10.18,47,26,2,2003
Uchenna EMEDOLU,14702,10.19,,17-Sep-76,NGR,1sf1,Abuja (NGR),17-Jul-03,1142,10.19,47,26,1,2003
Uchenna EMEDOLU,14702,10.19,1,17-Sep-76,NGR,2,Thessaloniki (GRE),17-Jul-05,1142,10.29,47,28,2,2005
Uchenna EMEDOLU,17420,10.21,1.1,17-Sep-76,NGR,2h1,Doha (QAT),12-May-06,1135,10.32,47,29,2,2006
Uchenna EMEDOLU,20480,10.23,-0.1,17-Sep-76,NGR,7f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",1-Jul-03,1128,10.22,47,26,7,2003
Uchenna EMEDOLU,25590,10.26,-2.4,17-Sep-76,NGR,3,Stockholm (SWE),5-Aug-03,1132,10.02,47,26,3,2003
Uchenna EMEDOLU,17420,10.21,1.2,17-Sep-76,NGR,2,Addis Abeba (ETH),1-May-08,1135,10.33,47,31,2,2008
Uchenna EMEDOLU,25590,10.26,1.5,17-Sep-76,NGR,3f2,Paris (FRA),4-Jul-03,1118,10.41,47,26,3,2003
Uchenna EMEDOLU,25590,10.26,2.9,17-Sep-76,NGR,3,Cagliari (ITA),10-Sep-02,1101,10.55,47,25,3,2002
Uchenna EMEDOLU,25590,10.26,-0.5,17-Sep-76,NGR,4,"Mangueir?o, Bel¨¦m (BRA)",5-May-02,1121,10.21,47,25,4,2002
Uchenna EMEDOLU,29380,10.28,0.2,17-Sep-76,NGR,7,"Letzigrund, Z¨¹rich (SUI)",17-Aug-01,1112,10.3,47,24,7,2001
Uchenna EMEDOLU,16027,10.2,0,17-Sep-76,NGR,5,Trikala (GRE),24-Jun-03,1138,10.2,47,26,5,2003
Uchenna EMEDOLU,20480,10.23,-0.5,17-Sep-76,NGR,1,Dakar (SEN),3-Apr-04,1131,10.18,47,27,1,2004
Uchenna EMEDOLU,16027,10.2,0.3,17-Sep-76,NGR,6,"Olympiastadion, Berlin (GER)",6-Sep-02,1138,10.23,47,25,6,2002
Uchenna EMEDOLU,16027,10.2,0,17-Sep-76,NGR,1,Nuoro (ITA),10-Jul-02,1138,10.2,47,25,1,2002
Uchenna EMEDOLU,20480,10.23,1.2,17-Sep-76,NGR,2h4,Melbourne (AUS),19-Mar-06,1128,10.35,47,29,2,2006
Uchenna EMEDOLU,20480,10.23,0,17-Sep-76,NGR,3,Rieti (ITA),27-Aug-06,1128,10.23,47,29,3,2006
Uchenna EMEDOLU,20480,10.23,0,17-Sep-76,NGR,2,Abuja (NGR),5-May-07,1128,10.23,47,30,2,2007
Uchenna EMEDOLU,16027,10.2,1.8,17-Sep-76,NGR,2,Lisboa (POR),5-Jun-04,1138,10.38,47,27,2,2004
Uchenna EMEDOLU,25590,10.26,-1,17-Sep-76,NGR,5,"Stade de France, Paris-St-Denis (FRA)",23-Jul-04,1124,10.16,47,27,5,2004
Uchenna EMEDOLU,14702,10.19,1.8,17-Sep-76,NGR,3,Rieti (ITA),2-Sep-01,1142,10.37,47,24,3,2001
Uchenna EMEDOLU,25590,10.26,0.4,17-Sep-76,NGR,1,Dakar (SEN),29-Apr-06,1118,10.3,47,29,1,2006
Uchenna EMEDOLU,23770,10.25,1.1,17-Sep-76,NGR,6,"Stade de France, Paris-St-Denis (FRA)",1-Jul-05,1122,10.36,47,28,6,2005
Uchenna EMEDOLU,18909,10.22,-0.2,17-Sep-76,NGR,2h1,"Olympic Stadium, Athina (GRE)",21-Aug-04,1133,10.2,47,27,2,2004
Uchenna EMEDOLU,27452,10.27,0.5,17-Sep-76,NGR,7,Rieti (ITA),28-Aug-05,1115,10.32,47,28,7,2005
Uchenna EMEDOLU,23770,10.25,1,17-Sep-76,NGR,1,Patra (GRE),14-Jul-02,1122,10.35,47,25,1,2002
Uchenna EMEDOLU,18909,10.22,0,17-Sep-76,NGR,6,"Stade de France, Paris-St-Denis (FRA)",25-Aug-03,1132,10.22,47,26,6,2003
Uchenna EMEDOLU,18909,10.22,-0.6,17-Sep-76,NGR,3h8,"Stade de France, Paris-St-Denis (FRA)",24-Aug-03,1135,10.16,47,26,3,2003
Uchenna EMEDOLU,18909,10.22,0,17-Sep-76,NGR,3h1,Trikala (GRE),24-Jun-03,1132,10.22,47,26,3,2003
Uchenna EMEDOLU,25590,10.26,0,17-Sep-76,NGR,1sf1,Abuja (NGR),11-Feb-06,1118,10.26,47,29,1,2006
Uchenna EMEDOLU,18909,10.22,3.2,17-Sep-76,NGR,2,Nuramnis (ITA),10-Sep-05,1113,10.54,47,28,2,2005
Uchenna EMEDOLU,18909,10.22,0.9,17-Sep-76,NGR,4,Melbourne (AUS),20-Mar-06,1132,10.31,47,29,4,2006
Uchenna EMEDOLU,18909,10.22,0,17-Sep-76,NGR,4,Ostrava (CZE),12-Jun-03,1132,10.22,47,26,4,2003
Uchenna EMEDOLU,29380,10.28,0.8,17-Sep-76,NGR,8,"Boudewijnstadion, Bruxelles (BEL)",5-Sep-03,1112,10.36,47,26,8,2003
Uchenna EMEDOLU,17420,10.21,0.3,17-Sep-76,NGR,1,Padova (ITA),26-Aug-01,1135,10.24,47,24,1,2001
Uchenna EMEDOLU,23770,10.25,-0.1,17-Sep-76,NGR,2,Heusden-Zolder (BEL),22-Jul-06,1122,10.24,47,29,2,2006
Uchenna EMEDOLU,18909,10.22,0.7,17-Sep-76,NGR,4f1,Abuja (NGR),23-Jun-08,1132,10.29,47,31,4,2008
Uchenna EMEDOLU,22081,10.24,0.2,17-Sep-76,NGR,1,Abuja (NGR),6-May-06,1125,10.26,47,29,1,2006
Uchenna EMEDOLU,17420,10.21,0.6,17-Sep-76,NGR,1,Barletta (ITA),6-Jul-02,1135,10.27,47,25,1,2002
Uchenna EMEDOLU,17420,10.21,0.1,17-Sep-76,NGR,3h2,Doha (QAT),13-May-05,1135,10.22,47,28,3,2005
Uchenna EMEDOLU,16027,10.2,0.5,17-Sep-76,NGR,4,Doha (QAT),13-May-05,1138,10.25,47,28,4,2005
Uchenna EMEDOLU,27452,10.27,-1.1,17-Sep-76,NGR,2h2,Stockholm (SWE),5-Aug-03,1121,10.16,47,26,2,2003
Walter DIX,17420,10.21,-0.9,31-Jan-86,USA,3,"Tallahassee, FL (USA)",31-May-08,1140,10.12,38,22,3,2008
Walter DIX,1101,9.96,1.7,31-Jan-86,USA,1h1,"Eugene, OR (USA)",28-Jun-08,1220,10.13,38,22,1,2008
Walter DIX,5146,10.08,-0.3,31-Jan-86,USA,1h2,"Crystal Palace, London (GBR)",13-Aug-10,1180,10.05,38,24,1,2010
Walter DIX,7017,10.11,1.5,31-Jan-86,USA,2h3,"Hayward Field, Eugene, OR (USA)",23-Jun-11,1169,10.26,38,25,2,2011
Walter DIX,31544,10.29,w,31-Jan-86,USA,1,"Coral Springs, FL (USA)",10-May-03,1078,#VALUE!,38,17,1,2003
Walter DIX,1716,9.99,-0.5,31-Jan-86,USA,2f1,"Letzigrund, Z¨¹rich (SUI)",29-Aug-08,1213,9.94,38,22,2,2008
Walter DIX,17420,10.21,-0.4,31-Jan-86,USA,1,"Sacramento, CA (USA)",10-Jun-05,1137,10.17,38,19,1,2005
Walter DIX,5146,10.08,1.8,31-Jan-86,USA,1,Halifax (CAN),10-Jul-11,1179,10.26,38,25,1,2011
Walter DIX,5722,10.09,-0.5,31-Jan-86,USA,3,"Indianapolis, IN (USA)",22-Jun-07,1179,10.04,38,21,3,2007
Walter DIX,5146,10.08,-1.4,31-Jan-86,USA,2,"DS, Daegu (KOR)",28-Aug-11,1187,9.94,38,25,2,2011
Walter DIX,17420,10.21,-1.1,31-Jan-86,USA,1h3,"Tallahassee, FL (USA)",30-May-08,1141,10.1,38,22,1,2008
Walter DIX,20480,10.23,1.9,31-Jan-86,USA,1,Umea (SWE),18-Aug-13,1128,10.42,38,27,1,2013
Walter DIX,1489,9.98,0,31-Jan-86,USA,1,"Tallahassee, FL (USA)",8-May-10,1213,9.98,38,24,1,2010
Walter DIX,33876,10.3,-0.9,31-Jan-86,USA,1sf1,"Sacramento, CA (USA)",8-Jun-05,1110,10.21,38,19,1,2005
Walter DIX,6354,10.1,2.8,31-Jan-86,USA,5f1,"Tampa, FL (USA)",26-May-17,1156,10.38,38,31,5,2017
